#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
201,CVE-2017-17881,7.0.7-12 Q16,ReadMATImage ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service via a crafted MAT image file."
202,CVE-2017-17880,7.0.7-16 Q16,WriteWEBPImage ,,,,125,,,12/27/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-21, there is a stack-based buffer over-read in WriteWEBPImage in coders/webp.c, related to a WEBP_DECODER_ABI_VERSION check."
203,CVE-2017-17879,7.0.7-16 ,ReadOneMNGImage ,,,,125,,,12/27/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-21, there is a heap-based buffer over-read in ReadOneMNGImage in coders/png.c, related to length calculation and caused by an off-by-one error."
204,CVE-2017-17682,7.0.7-12 Q16,"ExtractPostscript , ReadWPGImage ",,,,400,,DoS,12/14/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-12 Q16, a large loop vulnerability was found in the function ExtractPostscript in coders/wpg.c, which allows attackers to cause a denial of service (CPU exhaustion) via a crafted wpg image file that triggers a ReadWPGImage call."
205,CVE-2017-17681,7.0.7-12 Q16,ReadPSDChannelZip,,,,835,,DoS,12/14/2017,8/19/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-12 Q16, an infinite loop vulnerability was found in the function ReadPSDChannelZip in coders/psd.c, which allows attackers to cause a denial of service (CPU exhaustion) via a crafted psd image file."
206,CVE-2017-17680,7.0.7-12 Q16,ReadXPMImage,,,,772,,DoS,12/14/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadXPMImage in coders/xpm.c, which allows attackers to cause a denial of service via a crafted xpm image file."
207,CVE-2017-17504,7.0.7-12,"Magick_png_read_raw_profile, ReadOneMNGImage",,,,125,,,12/11/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick before 7.0.7-12 has a coders/png.c Magick_png_read_raw_profile heap-based buffer over-read via a crafted file, related to ReadOneMNGImage."
208,CVE-2017-17499,before 6.9.9-24 and 7.x before 7.0.7-12,Magick::Image::read,,,,416,,,12/11/2017,10/28/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick before 6.9.9-24 and 7.x before 7.0.7-12 has a use-after-free in Magick::Image::read in Magick++/lib/Image.cpp.
209,CVE-2017-16546,7.0.7-9,ReadWPGImage,,,,119,,DoS Overflow,11/5/2017,10/22/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The ReadWPGImage function in coders/wpg.c in ImageMagick 7.0.7-9 does not properly validate the colormap index in a WPG palette, which allows remote attackers to cause a denial of service (use of uninitialized data or invalid memory allocation) or possibly have unspecified other impact via a malformed WPG file."
210,CVE-2017-15281,7.0.7-6 ,ReadPSDImage,,,,119,,DoS Overflow,10/12/2017,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"ReadPSDImage in coders/psd.c in ImageMagick 7.0.7-6 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted file, related to ""Conditional jump or move depends on uninitialised value(s)."""
211,CVE-2017-15277,7.0.6-1,ReadGIFImage,,,,200,,#NAME?,10/12/2017,10/18/2018,4.3,None,Remote,Medium,Not required,Partial,None,None,"ReadGIFImage in coders/gif.c in ImageMagick 7.0.6-1 and GraphicsMagick 1.3.26 leaves the palette uninitialized when processing a GIF file that has neither a global nor local palette. If the affected product is used as a library loaded into a process that operates on interesting data, this data sometimes can be leaked via the uninitialized palette."
212,CVE-2017-15218,7.0.7-2,ReadOneJNGImage,,,,772,,,10/10/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-2 has a memory leak in ReadOneJNGImage in coders/png.c.
213,CVE-2017-15217,7.0.7-2 ,ReadSGIImage,,,,772,,,10/10/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-2 has a memory leak in ReadSGIImage in coders/sgi.c.
214,CVE-2017-15033,7.0.7-2,ReadYUVImage,,,,772,,,10/5/2017,10/3/2019,5,None,Remote,Low,Not required,None,None,Partial,ImageMagick version 7.0.7-2 contains a memory leak in ReadYUVImage in coders/yuv.c.
215,CVE-2017-15032,7.0.7-2 ,ReadYCBCRImage,,,,772,,,10/5/2017,10/3/2019,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick version 7.0.7-2 contains a memory leak in ReadYCBCRImage in coders/ycbcr.c.
216,CVE-2017-15017,7.0.7-0 Q16 ,ReadOneMNGImage,,,NULL pointer dereference,476,,,10/5/2017,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in ReadOneMNGImage in coders/png.c.
217,CVE-2017-15016,7.0.7-0 Q16 ,ReadEnhMetaFile,,,,476,,,10/5/2017,4/16/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in ReadEnhMetaFile in coders/emf.c.
218,CVE-2017-15015,7.0.7-0 Q16,PDFDelegateMessage,,,,476,,,10/5/2017,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in PDFDelegateMessage in coders/pdf.c.
219,CVE-2017-14989,7.0.7-4 Q16 ,FT_Done_Glyph,,,,416,,,10/3/2017,6/14/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"A use-after-free in RenderFreetype in MagickCore/annotate.c in ImageMagick 7.0.7-4 Q16 allows attackers to crash the application via a crafted font file, because the FT_Done_Glyph function (from FreeType 2) is called at an incorrect place in the ImageMagick code."
220,CVE-2017-14741,7.0.7-3,ReadCAPTIONImage,,,,835,,DoS,9/26/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadCAPTIONImage function in coders/caption.c in ImageMagick 7.0.7-3 allows remote attackers to cause a denial of service (infinite loop) via a crafted font file.
221,CVE-2017-14739,7.0.7-4,DistortImage,,,,476,,DoS,9/26/2017,9/8/2020,5,None,Remote,Low,Not required,None,None,Partial,"The AcquireResampleFilterThreadSet function in magick/resample-private.h in ImageMagick 7.0.7-4 mishandles failed memory allocation, which allows remote attackers to cause a denial of service (NULL Pointer Dereference in DistortImage in MagickCore/distort.c, and application crash) via unspecified vectors."
222,CVE-2017-14684,7.0.7-4 Q16,ResizeMagickMemory,,,,772,,DoS,9/22/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-4 Q16, a memory leak vulnerability was found in the function ReadVIPSImage in coders/vips.c, which allows attackers to cause a denial of service (memory consumption in ResizeMagickMemory in MagickCore/memory.c) via a crafted file."
223,CVE-2017-14682,7.0.6,GetNextToken,,,,119,,DoS Overflow,9/21/2017,6/14/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"GetNextToken in MagickCore/token.c in ImageMagick 7.0.6 allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted SVG document, a different vulnerability than CVE-2017-10928."
224,CVE-2017-14626,7.0.7-0 Q16 ,sixel_decode,,,,476,,,9/21/2017,9/8/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_decode in coders/sixel.c.
225,CVE-2017-14625,7.0.7-0 Q16 ,sixel_output_create,,,,476,,,9/21/2017,9/8/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_output_create in coders/sixel.c.
226,CVE-2017-14624,7.0.7-0 Q16 ,PostscriptDelegateMessage,,,,476,,,9/21/2017,9/8/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function PostscriptDelegateMessage in coders/ps.c.
227,CVE-2017-14607,7.0.7-4 Q16,ReadTIFFImage,,,,125,,,9/20/2017,4/17/2019,5.8,None,Remote,Medium,Not required,Partial,None,Partial,"In ImageMagick 7.0.7-4 Q16, an out of bounds read flaw related to ReadTIFFImage has been reported in coders/tiff.c. An attacker could possibly exploit this flaw to disclose potentially sensitive memory or cause an application crash."
228,CVE-2017-14533,7.0.6-6,ReadMATImage,,,,772,,,9/18/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.6-6 has a memory leak in ReadMATImage in coders/mat.c.
229,CVE-2017-14532,7.0.7-0,TIFFIgnoreTags,,,,476,,,9/18/2017,9/8/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 has a NULL Pointer Dereference in TIFFIgnoreTags in coders/tiff.c.
230,CVE-2017-14531,7.0.7-0 ,ReadSUNImage,,,,770,,,9/18/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,ImageMagick 7.0.7-0 has a memory exhaustion issue in ReadSUNImage in coders/sun.c.
231,CVE-2017-14528,7.0.6,"TIFFSetProfiles, TIFFSetField",,,,416,,DoS,9/18/2017,3/4/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"The TIFFSetProfiles function in coders/tiff.c in ImageMagick 7.0.6 has incorrect expectations about whether LibTIFF TIFFGetField return values imply that data validation has occurred, which allows remote attackers to cause a denial of service (use-after-free after an invalid call to TIFFSetField, and application crash) via a crafted file."
232,CVE-2017-14505,7.0.7-1,"DrawGetStrokeDashArray, AcquireQuantumMemory",,,,476,,DoS,9/17/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"DrawGetStrokeDashArray in wand/drawing-wand.c in ImageMagick 7.0.7-1 mishandles certain NULL arrays, which allows attackers to perform Denial of Service (NULL pointer dereference and application crash in AcquireQuantumMemory within MagickCore/memory.c) by providing a crafted Image File as input."
233,CVE-2017-14400,7.0.7-1 Q16,"PersistPixelCache, GetVirtualPixels ",,,,476,,DoS,9/12/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-1 Q16, the PersistPixelCache function in magick/cache.c mishandles the pixel cache nexus, which allows remote attackers to cause a denial of service (NULL pointer dereference in the function GetVirtualPixels in MagickCore/cache.c) via a crafted file."
234,CVE-2017-14343,7.0.6-6,ReadXCFImage,,,,772,,,9/12/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.6-6 has a memory leak vulnerability in ReadXCFImage in coders/xcf.c via a crafted xcf image file.
235,CVE-2017-14342,7.0.6-6 ,ReadWPGImage,,,,400,,,9/12/2017,4/17/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.6-6 has a memory exhaustion vulnerability in ReadWPGImage in coders/wpg.c via a crafted wpg image file.
236,CVE-2017-14341,7.0.6-6,ReadWPGImage,,,,400,,,9/12/2017,10/15/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"ImageMagick 7.0.6-6 has a large loop vulnerability in ReadWPGImage in coders/wpg.c, causing CPU exhaustion via a crafted wpg image file."
237,CVE-2017-14326,7.0.7-1 Q16,ReadMATImage,,,,772,,DoS,9/12/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service via a crafted file."
238,CVE-2017-14325,7.0.7-1 Q16,PersistPixelCache,,,,772,,DoS,9/12/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function PersistPixelCache in magick/cache.c, which allows attackers to cause a denial of service (memory consumption in ReadMPCImage in coders/mpc.c) via a crafted file."
239,CVE-2017-14324,7.0.7-1 Q16,ReadMPCImage,,,,772,,DoS,9/12/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMPCImage in coders/mpc.c, which allows attackers to cause a denial of service via a crafted file."
240,CVE-2017-14249,7.0.6-8 Q16,"ReadMPCImage, GetPixelCacheTileSize",,,,369,,DoS,9/11/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.6-8 Q16 mishandles EOF checks in ReadMPCImage in coders/mpc.c, leading to division by zero in GetPixelCacheTileSize in MagickCore/cache.c, allowing remote attackers to cause a denial of service via a crafted file."
241,CVE-2017-14248,7.0.6-8 Q16,SampleImage,,,,125,,DoS,9/11/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,A heap-based buffer over-read in SampleImage() in MagickCore/resize.c in ImageMagick 7.0.6-8 Q16 allows remote attackers to cause a denial of service via a crafted file.
242,CVE-2017-14224,7.0.6-8 Q16,WritePCXImage,,,,119,,DoS Exec Code Overflow,9/9/2017,6/14/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A heap-based buffer overflow in WritePCXImage in coders/pcx.c in ImageMagick 7.0.6-8 Q16 allows remote attackers to cause a denial of service or code execution via a crafted file.
243,CVE-2017-14175,7.0.6-1 Q16,ReadXBMImage,,,,834,,,9/7/2017,10/15/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In coders/xbm.c in ImageMagick 7.0.6-1 Q16, a DoS in ReadXBMImage() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted XBM file, which claims large rows and columns fields in the header but does not contain sufficient backing data, is provided, the loop over the rows would consume huge CPU resources, since there is no EOF check inside the loop."
244,CVE-2017-14174,7.0.7-0 Q16,ReadPSDLayersInternal,,,,834,,,9/7/2017,10/23/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In coders/psd.c in ImageMagick 7.0.7-0 Q16, a DoS in ReadPSDLayersInternal() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted PSD file, which claims a large ""length"" field in the header but does not contain sufficient backing data, is provided, the loop over ""length"" would consume huge CPU resources, since there is no EOF check inside the loop."
245,CVE-2017-14173,7.0.6-10,"ReadTXTImage, GetQuantumRange",,,,190,,Overflow,9/7/2017,10/15/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In the function ReadTXTImage() in coders/txt.c in ImageMagick 7.0.6-10, an integer overflow might occur for the addition operation ""GetQuantumRange(depth)+1"" when ""depth"" is large, producing a smaller value than expected. As a result, an infinite loop would occur for a crafted TXT file that claims a very large ""max_value"" value."
246,CVE-2017-14172,7.0.7-0 Q16,ReadPSImage,,,,834,,,9/7/2017,10/15/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In coders/ps.c in ImageMagick 7.0.7-0 Q16, a DoS in ReadPSImage() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted PSD file, which claims a large ""extent"" field in the header but does not contain sufficient backing data, is provided, the loop over ""length"" would consume huge CPU resources, since there is no EOF check inside the loop."
247,CVE-2017-14139,7.0.6-2,WriteMSLImage,,,,772,,,9/4/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteMSLImage in coders/msl.c.
248,CVE-2017-14138,7.0.6-5,ReadWEBPImage,,,,772,,,9/4/2017,10/3/2019,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"ImageMagick 7.0.6-5 has a memory leak vulnerability in ReadWEBPImage in coders/webp.c because memory is not freed in certain error cases, as demonstrated by VP8 errors."
249,CVE-2017-14137,7.0.6-5,ReadWEBPImage,,,,400,,,9/4/2017,5/6/2019,5,None,Remote,Low,Not required,None,None,Partial,ReadWEBPImage in coders/webp.c in ImageMagick 7.0.6-5 has an issue where memory allocation is excessive because it depends only on a length field in a header.
250,CVE-2017-14060,7.0.6-10,"ReadCUTImage, QueueAuthenticPixelCacheNexus",,,,476,,DoS,8/31/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-10, a NULL Pointer Dereference issue is present in the ReadCUTImage function in coders/cut.c that could allow an attacker to cause a Denial of Service (in the QueueAuthenticPixelCacheNexus function within the MagickCore/cache.c file) by submitting a malformed image file."
251,CVE-2017-13769,through 7.0.6-10 ,WriteTHUMBNAILImage,,,,125,,DoS,8/30/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,The WriteTHUMBNAILImage function in coders/thumbnail.c in ImageMagick through 7.0.6-10 allows an attacker to cause a denial of service (buffer over-read) by sending a crafted JPEG file.
252,CVE-2017-13768,7.0.6-10,IdentifyImage,,,,476,,DoS,8/30/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,Null Pointer Dereference in the IdentifyImage function in MagickCore/identify.c in ImageMagick through 7.0.6-10 allows an attacker to perform denial of service by sending a crafted image file.
253,CVE-2017-13758,7.0.6-10,TracePoint,,,,119,,Overflow,8/29/2017,6/14/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-10, there is a heap-based buffer overflow in the TracePoint() function in MagickCore/draw.c."
